Player,Cap Hit (M$)
Jordan Boucher,0.775
Matthew Boucher,0.775
Tyrell Boucher,0.775
Louis Boudon,0.775
Marc-Andre Bourdon,0.775
Troy Bourke,0.775
Daniil Bourosh,0.775
Chris Bourque,0.775
Alex Bourret,0.775
Gabriel Bourret,0.775
Etienne Boutet,0.775
Jonathan Boutin,0.775
Parker Bowles,0.775
Drayson Bowman,0.775
Nikita Boyarkin,0.775
Darryl Boyce,0.775
Jeremy Boyce-Rotevall,0.775
Riley Boychuk,0.775
Dustin Boyd,0.775
R.J. Boyd,0.775
Daryl Boyle,0.775
Timothy Boyle,0.775
Tim Bozon,0.775
Donato Bracco,0.775
Cameron Brace,0.775
Riley Brace,0.775
Brock Bradford,0.775
Erik Bradford,0.775
Cody Bradley,0.775
Ian Brady,0.775
Chance Braid,0.775
MacKenzie Braid,0.775
Linus Brandl,0.775
Marcel Brandt,0.775
Eric Brassard,0.775
Brady Brassart,0.775
Filip Bratt,0.775
Timo Braus,0.775
Chris Breen,0.65
Lynden Breen,0.775
Mike Brennan,0.775
Tyler Brenner,0.775
Alex Breton,0.775
Drew Brevig,0.775
Mitchell Brewer,0.775
Bryan Bridges,0.775
Carson Briere,0.775
David Brine,0.775
Finn Brink,0.775
Mathieu Brisebois,0.775
Leon Bristedt,0.775
Sam Brittain,0.775
Adam Brizgala,0.775
Joel Broda,0.775
Adam Brodecki,0.775
Etienne Brodeur,0.775
Mathieu Brodeur,0.775
Daniel Brodin,0.775
Easton Brodzinski,0.775
Alec Broetzman,0.775
David Broll,0.775
Mathias Brome,0.925
Sheldon Brookbank,0.775
Calder Brooks,0.775
Kenny Brooks,0.775
Evan Brophey,0.775
Nikolas Brouillard,0.775
Julien Brouillette,0.775
Cam Brown,0.775
Dave Brown,0.775
Erik Brown,0.775
Mike Brown,0.775
Sean Brown,0.775
Travis Brown,0.775
Tyler Brown,0.775
Adam Brubacher,0.775
Riley Bruce,0.775
Felix Bruckmann,0.775
Trevor Bruess,0.775
Gilbert Brule,0.775
Damien Brunner,0.775
Fabian Brunnstrom,0.775
Yannick Bruschweiler,0.775
Barry Brust,0.775
Chris Bruton,0.775
Vladimir Bryukvin,0.775
Milos Bubela,0.775
Jimmy Bubnick,0.775
Samuel Bucek,0.775
Jeremie Bucheler,0.775
Ondrej Buchtela,0.775
Matt Buckles,0.775
Brett Budgell,0.775
Vojtech Budik,0.775
Zach Budish,0.775
Brendan Budy,0.775
Cameron Buhl,0.775
Evan Buitenhuis,0.775
Rihards Bukarts,0.775
Roberts Bukarts,0.775
Brett Bulmer,0.775
Michael Burchill,0.775
Anton Burdasov,0.775
Adam Burish,0.775
Brendan Burke,0.775
Greg Burke,0.775
Taylor Burke,0.775
Tommy Burke,0.775
Codey Burki,0.775
Brandon Burlon,0.775
Nathan Burns,0.775
Niclas Burstrom,0.775
Davin Burton,0.775
Jarrett Burton,0.775
Grayson Burzynski,0.775
D.J. Busdeker,0.775
Noah Bushnell,0.775
Raphael Bussieres,0.775
Michael Busto,0.775
Chad Butcher,0.775
Francois-James Buteau,0.775
Bobby Butler,0.775
Dustin Butler,0.775
Ryan Button,0.775
Dane Byers,0.775
Blaine Byron,0.775
Alexei Byvaltsev,0.775
Philippe Cadorette,0.775
Matthew Caito,0.775
Petr Cajka,0.775
Ashton Calder,0.775
Tony Calderone,0.7675
Ryan Caldwell,0.775
Brady Calla,0.775
Joe Callahan,0.775
Mitch Callahan,0.7
Andrew Calof,0.775
Theo Calvas,0.775
Atlee Calvert,0.775
Anthony Camara,0.775
Tony Cameranesi,0.775
Bryan Cameron,0.775
Matt Campanale,0.775
Andrew Campbell,0.65
Darcy Campbell,0.775
Evan Campbell,0.775
Isiah Campbell,0.775
Scott Campbell,0.775
Tim Campbell,0.775
Ty Campbell,0.775
Carter Camper,0.775
Dominick Campione,0.775
Chris Campoli,0.775
Austin Cangelosi,0.775
Trevor Cann,0.775
Patrick Cannone,0.775
Michal Capos,0.775
Paul Carey,0.7
Adam Carlson,0.775
Kalle Carlsson,0.775
Jordan Caron,0.775
Daniel Carr,0.7
Shawn Carrier,0.775
Joe Carroll,0.775
Jack Caruso,0.775
Michael Caruso,0.775
Cole Cassels,0.632666
Jaxon Castor,0.775
Daniel Catenacci,0.65
Patrick Cehlin,0.775
Andon Cerbone,0.775
Peter Ceresnak,0.775
Gennadi Chaly,0.775
Michael Chaput,0.75
Stefan Chaput,0.775
Stephane Charlin,0.775
Connor Chatham,0.775
Trevor Cheek,0.775
Jake Chelios,0.65
Nick Chenard,0.775
Ty Cheveldayoff,0.775
Brayden Chizen,0.775
Taylor Chorney,0.8
Tomas Chrenko,0.775
Eric Ciccolini,0.775
Fredrik Claesson,0.75
Michael Clarke,0.775
Doug Clarkson,0.775
Matias Cleland,0.775
Matt Climie,0.775
Ryane Clowe,0.775
Garret Cockerill,0.775
Logan Cockerill,0.775
Joe Colborne,2.5
Sebastian Collberg,0.775
Sean Collins,0.775
Cory Conacher,0.7
Erik Condra,0.7
Brian Cooper,0.775
Reid Cooper,0.775
Ben Copeland,0.775
Jared Coreau,0.7
Xavier Cormier,0.775
Gavin Cornforth,0.775
Frank Corrado,0.65
Joseph Costanzo,0.775
Charles Cote,0.775
Liam Coughlin,0.775
Jared Cowen,0.775
Adam Cracknell,0.7
Brody Crane,0.775
Marcus Crawford,0.775
Connor Crisp,0.775
Victor Crus Rydberg,0.775
Jakub Culek,0.775
Ryan Culkin,0.775
Will Cullen,0.775
Josh Currie,0.775
Patrick Curry,0.775
Austin Czarnik,0.7625
Kevin Czuczman,0.75
Alexis DAoust,0.775
Klas Dahlbeck,0.85
Andreas Dahlstrom,0.775
Taylor Dakers,0.775
Justin Daniels,0.775
Marko Dano,0.7
Cam Darcy,0.775
Scott Darling,4.15
Nathan Darveau,0.775
Alexis Daviault,0.775
Timofei Davydov,0.775
Logan Day,0.75
Brendan De Jong,0.775
Nolan De Jong,0.775
Aidan De La Gorgendiere,0.775
Danny DeKeyser,5.0
Drew DeRidder,0.775
Jacob DeSerres,0.775
Frantisek Dej,0.775
Steven Delisle,0.775
Tory Dello,0.775
Jason Demers,0.75
Julien Demers,0.775
Mitchell Dempsey,0.775
Jaedon Descheneau,0.775
Andrew Desjardins,0.775
Cedrick Desjardins,0.775
Gabriel Desjardsins,0.775
Simon Despres,3.7
Stephen Desrocher,0.775
Jamie Devane,0.775
Stephen Dhillon,0.775
Alessandro Di Iorio,0.775
Thomas Di Pauli,0.775
Christopher DiDomenico,0.6125
Dawson DiPietro,0.775
Raphael Diaz,0.775
Josh Dickinson,0.925
Ivan Didkovsky,0.775
Cristiano Digiacinto,0.775
Nolan Dillingham,0.775
Christian Djoos,1.0
Emil Djuse,0.925
Dillon Donnelly,0.775
Joonas Donskoi,3.9
Maxim Dorozhko,0.775
Alex Dostie,0.759167
Jake Dotchin,0.7
Samuel Dove-McFalls,0.775
Steve Downie,0.775
Jack Downing,0.775
Michael Downing,0.82
Chris Doyle,0.775
Ivan Drozdov,0.775
Devan Dubnyk,4.333333
Jax Dubois,0.775
Jakub Dubravik,0.775
Gabriel Dumont,0.75
Derek Dun,0.775
Nathan Dunkley,0.775
Brodie Dupont,0.775
Ben Eaves,0.775
Patrick Eaves,3.15
Christoffer Ehn,0.759167
Brian Elliott,0.9
Nick Ellis,0.925
Jake Elmer,0.775
Alexei Emelin,4.1
Tyler Ennis,0.9
Jhonas Enroth,0.775
Toby Enstrom,5.75
Griffin Erdman,0.775
Jonathan Ericsson,4.25
Loui Eriksson,6.0
Sebastian Erixon,0.775
Tim Erixon,0.775
Teemu Eronen,0.775
Kalle Ervasti,0.775
Emerson Etem,0.85
Dennis Everberg,0.65
Croix Evingson,0.775
Justin Falk,0.65
Oscar Fantenberg,0.85
Bobby Farnham,0.775
Eric Fehr,1.0
Tyson Feist,0.775
Will Felicio,0.775
Christian Felton,0.87
Niks Fenenko,0.775
Brady Ferguson,0.775
Landon Ferraro,0.7
Evan Fiala,0.775
Ondrej Fiala,0.775
Nikita Filatov,0.775
Valtteri Filppula,3.0
Cavan Fitzgerald,0.75
Tomas Fleischmann,0.775
Rob Flick,0.775
Jack Flinn,0.775
Anthony Florentino,0.775
Josh Fluker,0.775
Brian Flynn,0.75
Erik Foley,0.925
Justin Fontaine,0.775
Maxime Fortier,0.759166
Mitchell Fossier,0.775
Dillon Fournier,0.775
Gleason Fournier,0.775
T.J. Fox,0.775
Cody Franson,1.0
Johan Fransson,0.775
Martin Frechette,0.775
Max Friberg,0.5875
Jacob Friend,0.775
Ethan Frisch,0.775
Tanner Fritz,0.7
Michael Frolik,0.75
Alexander Frolov,0.775
Zach Frye,0.775
Jesse Gabrielle,0.736666
Aaron Gagnon,0.775
Parker Gahagen,0.775
Matthew Galajda,0.775
T.J. Galiardi,0.775
Stanislav Galiev,0.775
Tyler Ganly,0.775
Ryan Garbutt,0.775
Jake Gardiner,4.05
Ryan Garlock,0.775
Jason Garrison,0.65
Tyler Gaudet,0.7
Cameron Gaunce,0.7
Gabe Gauthier,0.775
Sergei Gayduchenko,0.775
Guillaume Gelinas,0.775
Miles Gendron,0.775
Nathan Gerbe,0.75
Shane Gersich,0.75
Dawson Gerwing,0.775
Matteo Giampa,0.775
Brian Gibbons,0.725
Carson Gicewicz,0.775
Tom Gilbert,0.775
Brady Gilmour,0.775
John Gilmour,0.7
Zach Giuttari,0.775
Jeff Glass,0.6125
Matthew Gleason,0.775
Jack Glover,0.775
Marcel Goc,0.775
Cody Goloubef,0.7
Isaac Gordon,0.775
Brandon Gormley,0.775
Max Gottlieb,0.775
Tyrell Goulbourne,0.7
Brock Gould,0.775
Jarrod Gourley,0.775
Michael Grabner,3.35
Jesse Graham,0.775
Mark Grametbauer,0.775
Triston Grant,0.775
Max Gratchev,0.775
Mike Green,5.375
Jason Gregoire,0.775
Thomas Greiss,1.25
Jake Gricius,0.775
Mikhail Grigorenko,1.2
Ryan Gropp,0.8025
Leo Gruba,0.775
Eric Gryba,0.7
Nicolas Guay,0.775
Alex Gudbranson,0.775
Kristers Gudlevskis,0.65
Sacha Guimond,0.775
Kristoffer Gunnarsson,0.775
Johan Gustafsson,0.665
Jonas Gustavsson,0.775
Michal Gut,0.775
Henrik Haapala,0.925
Gaetan Haas,0.915
Matt Hackett,0.775
Kyle Hagel,0.775
Marc Hagel,0.775
Carl Hagelin,2.75
Amine Hajibi,0.775
Ty Halaburda,0.775
Micheal Haley,0.7
Matt Halischuk,0.775
Niilo Halonen,0.775
Jake Hansen,0.775
Niklas Hansson,0.925
Petter Hansson,0.775
Clay Hanus,0.775
Josh Harding,0.775
Shane Harper,0.775
Jay Harrison,0.775
Jayden Hart,0.775
Cameron Hausinger,0.775
Ben Hawerchuk,0.775
Aaron Haydon,0.775
Jimmy Hayes,0.65
Chris Hedden,0.775
Mike Hedden,0.775
Isac Hedqvist,0.775
Tim Heed,0.96
Adam Helewka,0.7
Kenton Helgesen,0.775
Seth Helgeson,0.675
Trevor Hendrikx,0.775
Thomas Hickey,2.5
Connor Hicks,0.775
Chris Higgins,0.775
Niklas Hjalmarsson,5.0
Simon Hjalmarsson,0.775
Cody Hodgson,1.05
Gavin Hodnett,0.775
Gregory Hofmann,0.9
Peter Holland,0.675
Jordan Hollett,0.775
Philip Holm,0.7
Patrick Holway,0.775
Korbinian Holzer,0.85
Patric Hornqvist,5.3
Martin Houle,0.775
Kale Howarth,0.775
Quinton Howden,0.775
Josef Hrabal,0.775
Dominik Hrachovina,0.775
Marek Hrivik,0.65
Colton Huard,0.775
Julius Hudacek,0.775
Jiri Hudler,0.775
Philippe Hudon,0.775
Carl Hudson,0.775
Tommy Hughes,0.775
Jakub Hujer,0.775
Dylan Hunter,0.775
Matt Hunwick,2.25
Connor Hurley,0.775
Matheson Iacopelli,0.775
Aito Iguchi,0.775
Henri Ikonen,0.775
Jonah Imoo,0.775
Tyler Inamoto,0.775
Frank Ireland,0.775
Christian Isackson,0.775
Georgi Ivanov,0.775
Keegan Iverson,0.775
Robby Jackson,0.775
Ty Jackson,0.775
Jaroslav Janus,0.775
A.J. Jenks,0.775
Pavel Jenys,0.680833
Jakub Jerabek,1.0
Martin Johnsen,0.775
Chad Johnson,1.75
Isaac Johnson,0.775
Steven Johnson,0.775
Jyrki Jokipakka,0.775
DArtagnan Joly,0.775
David Jones,0.775
Nick Jones,0.775
Peyton Jones,0.7
Joel Jonsson,0.775
Josh Jooris,0.65
Mauro Jorg,0.775
Jacob Josefson,0.7
Troy Josephs,0.775
Sean Josling,0.775
Eric Juhlin,0.775
Tomas Jurco,0.7
Viljami Juusola,0.775
Janne Juvonen,0.775
Dominik Kahun,0.975
Sergey Kalinin,0.775
Vaclav Karabacek,0.695
Miro Karjalainen,0.775
Anton Karlsson,0.775
Ludwig Karlsson,0.775
Melker Karlsson,2.0
Marcus Karlstrom,0.775
Michael Karow,0.775
Matej Kaslik,0.775
Zack Kassian,3.2
Dmitri Katelevsky,0.775
Mark Katic,0.775
Jordan Kawaguchi,0.8425
Cole Kehler,0.7
Joel Kellman,0.75
Ronalds Kenins,0.775
Nicolas Kerdiles,0.65
Marat Khairullin,0.775
Arsen Khisamutdinov,0.795
Nikolai Khvorov,0.775
Darien Kielb,0.775
Alex Kile,0.775
Michael Kim,0.775
Jakub Kindl,0.775
Dwight King,0.775
Shaan Kingwell,0.775
Nikita Kiryanov,0.775
Bogdan Kiselevich,0.925
Tommi Kivisto,0.775
Kevin Klein,0.775
Ivan Klimovich,0.775
Lukas Klok,0.845
Justin Kloos,0.7
Milan Kloucek,0.775
Corban Knight,0.775
Nate Knoepke,0.775
Ronald Knot,0.75
Gabriel Koch,0.775
Ignat Kokhanin,0.775
Leo Komarov,3.0
Evan Konyen,0.775
Tomas Kopecky,0.775
Jan Korec,0.775
Nikita Korostelyov,0.775
Lauri Korpikoski,0.775
Landon Kosior,0.775
Valtteri Koskela,0.775
Mikko Koskinen,4.5
Yaroslav Kosov,0.775
Kalle Kossila,0.7
Andrei Kostitsyn,0.775
Sergei Kostitsyn,0.775
Rilen Kovacevic,0.775
Jami Krannila,0.775
Vadim Krasnoslobodtsev,0.775
Daniel Krejci,0.775
Danny Kristo,0.775
Staffan Kronwall,0.775
Ethan Kruger,0.775
Marcus Kruger,3.083333
Chad Krys,0.853333
Tomas Kubalik,0.775
Simon Kubicek,0.775
Patrick Kudla,0.775
Tom Kuhnhackl,0.85
Edgars Kulda,0.775
Nikolay Kulemin,4.1875
Tomas Kundratek,0.775
Sam Kurker,0.775
Luke Kutkevicius,0.775
Grigori Kuzmin,0.775
Michal Kvasnica,0.775
Jari Kykkanen,0.775
Malik LItalien,0.775
Connor LaCouvee,0.775
Cedric Lacroix,0.775
Andrew Ladd,5.5
Brooks Laich,0.65
Dominik Lakatos,0.775
Christophe Lalancette,0.775
Shawn Lalonde,0.775
Brady Lamb,0.775
Anton Lander,0.775
Chase Lang,0.686667
Cam Lanigan,0.775
Robert Lantosi,0.75
Nick Lappin,0.7
Thomas Larkin,0.775
Emil Larmi,0.7925
Nathan Larose,0.775
Fredrik Larsson,0.775
Joel Lassinantti,0.775
Simon Latkoczy,0.775
Louis Leblanc,0.775
Olivier Leblanc,0.775
Jori Lehtera,4.7
Kari Lehtonen,5.9
Taylor Leier,0.7
Brendan Leipsic,0.7
Justin Lemcke,0.775
Francis Lemieux,0.775
Theodor Lennstrom,0.925
Alex Lepkowski,0.775
Jackson Leppard,0.775
Brett Lernout,0.7
Zach Leslie,0.775
Lucas Lessio,0.775
Mark Letestu,0.7
David Levin,0.775
Ty Lewis,0.716666
Mike Liambas,0.675
Jakob Lilja,0.7925
Anders Lindback,0.65
Oscar Lindberg,1.7
Tobias Lindberg,0.65
Valter Lindberg,0.775
Petteri Lindbohm,0.75
Par Lindholm,0.85
Michael Lindqvist,0.925
Linus Lindstrom,0.775
Alex Lintuniemi,0.7
JC Lipon,0.7
Bryan Little,5.291666
Jeff LoVecchio,0.775
Eric Locke,0.775
Jermaine Loewen,0.775
Matthew Lombardi,0.775
Viktor Loov,0.65
Anthony Louis,0.775
Tim Lovell,0.775
Griffin Luce,0.775
Aaron Luchuk,0.759166
Kevin Lynch,0.65
Roman Lyubimov,0.925
Benton Maass,0.775
Peter MacArthur,0.775
Lane MacDermid,0.775
Andrew MacDonald,5.0
Kirk MacDonald,0.775
Matthew MacDougall,0.775
Will MacKinnon,0.775
Tanner MacMaster,0.775
Connor MacPherson,0.775
Maxime Macenauer,0.775
Spencer Machacek,0.775
Daren Machesney,0.775
Austin Madaisky,0.775
Zachary Magwood,0.753333
Nick Magyar,0.775
Cole Maier,0.775
Philippe Maillet,0.775
Oleg Maistrenko,0.775
Charlie Major,0.775
Igor Makarov,0.775
Otto Makinen,0.775
Caleb Malhotra,0.775
Alex Mallet,0.775
Liam Malmquist,0.775
Brad Malone,0.7625
Andrei Malyavin,0.775
Matthew Mancina,0.775
Brandon Manning,2.25
Ryan Mantha,0.87
Alexei Marchenko,0.775
Arseni Marchenko,0.775
Martin Marincin,0.7
Kyle Marino,0.775
Colin Markison,0.775
Daniel Marmenlind,0.775
Frankie Marrelli,0.775
Benjamin Marshall,0.775
Andreas Martinsen,0.75
Brandon Mashinter,0.65
Steve Mason,4.1
Jake Massie,0.77
Matej Mastalirsky,0.775
Michael Mastrodomenico,0.775
Shawn Matthias,2.125
Mitchell Mattson,0.775
Nick Mattson,0.775
Johan Mattsson,0.775
Robert Mayer,0.775
Samuel Mayer,0.775
Hunter Mayo,0.775
Braydon McCallum,0.775
Lynden McCallum,0.775
John McCarthy,0.775
Jay McClement,0.775
Shane McColgan,0.775
Cody McCormick,0.775
Jamie McGinn,3.333333
Keith McInnis,0.775
Marcus McIvor,0.775
Riley McKay,0.775
Jeremy McKenna,0.775
Brett McKenzie,0.775
Curtis McKenzie,0.7
Skyler McKenzie,0.741666
Dylan McLaughlin,0.75
Jake McLaughlin,0.775
Cody McLeod,0.75
Randy McNaught,0.775
Mark McNeill,0.65
Marc McNulty,0.775
Adam McQuaid,2.75
Isaac Menard,0.775
Michael Mersch,0.675
Ville Meskanen,0.925
Joel Messner,0.775
Andrej Meszaros,0.775
Garrett Metcalf,0.775
Marc Methot,4.9
Angelo Miceli,0.775
Marc Michaelis,0.7
Milan Michalek,0.775
Steve Michalek,0.715
Sam Miletic,0.75
Drew Miller,0.775
Tommy Miller,0.775
Benjamin Mirageas,0.775
Andrei Mironov,0.925
Bryce Misley,0.775
Matthew Mistele,0.775
John Mitchell,0.775
Zack Mitchell,0.65
Mareks Mitens,0.775
Oliver Moberg,0.775
Michael Moffat,0.775
Luke Moffatt,0.775
Scott Moldenhauer,0.775
Griffen Molino,0.775
Al Montoya,1.0625
Kieran Moon,0.775
Lleyton Moore,0.775
Petr Moravec,0.775
Samuel Morneau,0.775
Mitch Moroz,0.775
Ilia Morozov,0.775
Adam Morrison,0.775
Brad Morrison,0.743333
Jake Morrissey,0.775
Joe Morrow,0.7
Simon Moser,0.775
Billy Moskal,0.775
Matt Moulson,5.0
Nick Moutrey,0.925
Mirco Mueller,1.4
Tristan Mullin,0.775
Ryan Murphy,0.8
Trevor Murphy,0.715
Parker Murray,0.775
Adam Musil,0.7325
David Musil,0.775
Ben Muthersbaugh,0.775
Justin Nachbaur,0.775
Matvei Nadvorny,0.775
Jakub Nakladal,0.775
Louis Nanne,0.775
Julien Nantel,0.68
Tommy Nappier,0.775
Julian Napravnik,0.775
Joonas Nattinen,0.775
Julius Nattinen,0.730833
Nikita Nedopyokin,0.775
Carl Neill,0.775
Casey Nelson,0.7
Henry Nelson,0.775
Logan Nelson,0.775
Joachim Nermark,0.775
Aaron Ness,0.725
Kyle Neuber,0.775
Brett Neumann,0.775
Michal Neuvirth,2.5
Mathias Niederberger,0.775
Frans Nielsen,5.25
Jyri Niemi,0.775
Nikita Nikitin,0.775
Stepan Nikulin,0.775
Nikolai Nikulshin,0.775
Jacob Nilsson,0.7
Joshua Nodler,0.775
Nathan Noel,0.775833
Jordan Nolan,0.7
Theo Nordlund,0.775
Joakim Nordstrom,0.7
Samuel Noreau,0.775
Robin Norell,0.7175
Axel Nyman,0.775
Erik Nystrom,0.775
Jim OBrien,0.65
Ryan OConnell,0.775
Matt OConnor,0.775
Patrick OSullivan,0.775
Joonas Oden,0.775
Felix Ohrqvist,0.775
Dylan Olsen,0.775
Eetu Orpana,0.775
Hugo Orrsten,0.775
Joni Ortio,0.775
Veit Oswald,0.775
Steve Ott,0.775
Griffen Outhouse,0.775
Igor Ozhiganov,0.925
David Pacan,0.775
Max Paddock,0.775
Daniel Paille,0.775
Chad Painchaud,0.775
Iiro Pakarinen,0.725
Eetu Pakkila,0.775
Joe Palodichuk,0.775
Cedric Paquette,0.95
Danick Paquette,0.775
Adam Pardy,0.775
Rhett Parsons,0.775
Mihail Pashnin,0.775
Matej Paulovic,0.775
Radovan Pavlik,0.775
Nikita Pavlychev,0.775
Andrey Pedan,0.75
Brent Pedersen,0.775
Derek Peltier,0.775
Ty Pelton-Byce,0.775
Anthony Peluso,0.65
Joe Pendenza,0.775
Brett Perlini,0.775
Andrew Perrott,0.775
Chase Perry,0.775
Carl Persson,0.725
Dennis Persson,0.775
Joel Persson,1.0
Nico Pertuch,0.775
Bogdan Pestretsov,0.775
Alex Peters,0.775
Lukas Peterson,0.775
Andre Petersson,0.775
Matt Petgrave,0.775
Dominik Petr,0.775
Lennart Petrell,0.775
Kirill Petrov,0.775
James Petrovski,0.775
Zack Phillips,0.775
J.J. Piccinich,0.775
Chet Pickard,0.775
Daniel Pietta,0.775
Kirill Pilipenko,0.775
Darian Pilon,0.775
Drake Pilon,0.775
Jake Pilon,0.775
Brian Pinho,0.775
Austyn Playfair,0.775
Tomas Plekanec,3.5
Andrey Plekhanov,0.775
Sergei Plotnikov,0.775
Dylan Plouffe,0.775
Zach Pochiro,0.775
Nikita Podlyagin,0.775
Nick Poisson,0.775
Roman Polak,1.75
Evan Polei,0.75
Brett Pollock,0.711667
Matvei Polyakov,0.775
David Pope,0.925
Matt Pope,0.775
Tomas Popperle,0.775
Gustav Possler,0.775
Paul Postma,0.725
Kristof Potocnik,0.775
Luca Potocnik,0.775
Miha Potocnik,0.775
Kevin Poulin,0.7
Benoit Pouliot,1.15
Darroll Powe,0.775
Marcus Power,0.775
Robin Press,0.775
Daniel Pribyl,0.925
Shane Prince,0.85
Nikolai Prokhorkin,0.775
Nate Prosser,0.7
Dalton Prout,0.8
Vladislav Provolnev,0.8425
Brandon Prust,0.775
Ondrej Psenicka,0.775
Teddy Purcell,0.775
Tom Pyatt,1.1
Steve Quailer,0.775
Peter Quenneville,0.775
Kevin Quick,0.775
Kyle Quincey,1.25
Alan Quine,0.75
Jonathan Racine,0.775
Lukas Radil,0.775
Roy Radke,0.775
Matt Radomsky,0.775
Brent Raedeke,0.775
Thomas Raffl,0.775
Rushan Rafikov,0.775
Lucas Ramberg,0.775
Karri Ramo,0.775
Jack Ramsey,0.775
Tyler Randell,0.7
Victor Rask,4.0
Dennis Rasmussen,0.725
Michael Ratchuk,0.775
Jake Ratzlaff,0.775
Mason Raymond,0.775
Matt Read,0.65
Angus Redmond,0.8425
Zach Redmond,0.6125
Eric Regan,0.775
Matt Register,0.775
Brent Regner,0.775
Will Reilly,0.775
Ilya Reingardt,0.775
Griffin Reinhart,0.8
Max Reinhart,0.65
Mitch Reinke,0.775
Borna Rendulic,0.775
Ludvig Rensfeldt,0.775
Sebastian Repo,0.74
Lucas Rheyneuclaudes,0.775
Brad Richardson,0.8
Carsen Richels,0.775
Zac Rinaldo,0.75
Mike Robinson,0.775
Ken Roche,0.775
Jack Rodewald,0.725
Anton Rodin,0.75
Vladislav Romanov,0.775
Ashton Rome,0.775
Jerad Rosburg,0.775
Garret Ross,0.775
Antoine Roussel,3.0
Charles-Olivier Roussel,0.775
Carter Rowney,0.825
Derek Roy,0.775
Eric Roy,0.775
Olivier Roy,0.775
Pier-Olivier Roy,0.775
Nikita Rtishchev,0.775
Rasmus Rudslatt,0.775
Austin Rueschhoff,0.775
Steven Ruggiero,0.775
David Rundblad,0.775
Harrison Ruopp,0.775
Ryan Rupert,0.775
Patrick Russell,0.7
Alexander Ruuttu,0.775
Tuomo Ruutu,0.775
Jake Ryczek,0.775
Gustav Rydahl,0.75
Santeri Saari,0.775
Jack Sadek,0.775
Alex Sakellaropoulos,0.775
Radim Salda,0.775
Anthony Salinitri,0.775
Saku Salminen,0.775
Miikka Salomaki,0.7
Jordan Samuels-Thomas,0.775
Henrik Samuelsson,0.775
Jesse Sanche,0.775
Cole Sanford,0.775
Bobby Sanguinetti,0.775
Mike Santorelli,0.775
Harri Sateri,0.75
Scott Savage,0.775
Nicholas Savoie,0.775
Riley Sawchuk,0.775
Luca Sbisa,0.8
Reece Scarlett,0.7
Luke Schairer,0.775
Tim Schaller,1.9
Thomas Schemitsch,0.715
Cameron Schilling,0.7
David Schlemko,2.1
Jacob Schmidt-Svejstrup,0.775
William Schneid,0.775
Elias Schneider,0.775
Jordan Schroeder,0.65
Nick Schultz,0.775
Michael Schumacher,0.775
Brayden Schuurman,0.775
Ben Scrivens,0.775
Eli Sebastian,0.775
Lukas Sedlak,0.8
Sam Sedley,0.775
Nikita Sedov,0.775
Ryan Segalla,0.775
Gabriel Seger,0.775
Jiri Sekac,0.775
Alexander Semin,1.1
Kirill Semyonov,0.825
Dmitrii Sergeev,0.644167
Marty Sertich,0.775
Devin Setoguchi,0.775
Jabez Seymour,0.775
Kaden Shahan,0.775
Maxim Shalunov,0.775
Ian Shane,0.775
Chas Sharpe,0.775
Patrick Shea,0.775
Tyler Sheehy,0.775
Wiley Sherman,0.7925
Hunter Shinkaruk,0.65
Mark Shoemaker,0.775
Drew Shore,0.7
Nicholas Shore,0.775
Quentin Shore,0.775
Andrew Shortridge,0.925
Konstantin Shostak,0.775
Igor Shvyrev,0.775833
Blake Siebenaler,0.695
Patrick Sieloff,0.7
Grayden Siepmann,0.775
Lukas Sillinger,0.775
Wayne Simmonds,0.9
Dominik Simon,0.75
Dillon Simpson,0.675
Dmitry Sinitsyn,0.775
Lauri Sinivuori,0.775
Pontus Sjalin,0.775
Victor Sjoholm,0.775
Pavol Skalicky,0.775
Mackenzie Skapski,0.775
Jack Skille,0.775
Anton Slepyshev,1.525
Jake Sloan,0.775
Jakin Smallwood,0.775
C.J. Smith,0.75
Evan Smith,0.775
Vladimir Sobotka,3.5
Carl Soderberg,1.0
Tim Soderlund,0.825833
Doyle Somerby,0.7
Andong Song,0.775
Marcus Sorensen,1.5
Maxim Sorkin,0.775
Tyler Soy,0.775
Nick Spaling,0.775
Thomas Spelling,0.775
Matt Spencer,0.775
Ryan Sproul,0.625
Jan Sprynar,0.775
Dylan St. Cyr,0.775
Marko Stacha,0.775
Viktor Stalberg,1.5
Ryan Stanton,0.7
Brett Stapley,0.775
Shane Starrett,0.7
Kirill Steklov,0.775
Zachary Stepan,0.775
Devante Stephens,0.75
Chris Stewart,0.753757
Dean Stewart,0.775
Clayton Stoner,3.25
Ben Storm,0.775
Brian Strait,0.675
Simon Stransky,0.775
Ben Street,0.75
Malte Stromwall,0.75
Mark Stuart,2.625
Jakob Stukel,0.775
Nathan Sucese,0.775
Libor Sulak,0.83375
Kelly Summers,0.775
Kevin Sundher,0.775
Arvid Sundin,0.775
Leo Sundqvist,0.775
Antti Suomela,0.7
Eemeli Suomi,0.775
Brett Sutter,0.775
Brody Sutter,0.775
Lukas Sutter,0.775
German Suzdorf,0.775
Rasmus Svartstrom,0.775
Niklas Svedberg,0.7
Viktor Svedberg,0.75
Filip Sveningsson,0.775
Miroslav Svoboda,0.7675
Alex Swetlikoff,0.775
Colin Swoyer,0.8425
Jordan Szwarz,0.8
Ryan Tamelin,0.775
